Date Issued,Project ID,Project Name,Project Developer,Project Type,Protocol Version,ARB Eligible,CORSIA Qualified,Vintage,"Issuance 
Year",Total Credits Issued,Credits Issued to Project,Credits Issued to Buffer Pool,Credits Transferred to Buffer Pool,Project Site Location,Project Site State,Project Site Country,Methodology /Protocol Version,Verified Removal,Additional Certifications/SDGs,Verifier,Project Website,ACR Issuance Data,Updated 11-1-23,Total Credits Issued: ,233479712
2007-12-17,ACR147,"Truck Stop Electrification, New Jersey",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2004,2007,335,335,0,0,New Jersey,NEW JERSEY,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR148,"Truck Stop Electrification, New Mexico",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2007,1269,1269,0,0,New Mexico,NEW MEXICO,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR148,"Truck Stop Electrification, New Mexico",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2006,2007,228,228,0,0,New Mexico,NEW MEXICO,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR149,"Truck Stop Electrification, North Carolina",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2007,883,883,0,0,North Carolina,NORTH CAROLINA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR149,"Truck Stop Electrification, North Carolina",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2006,2007,1109,1109,0,0,North Carolina,NORTH CAROLINA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR149,"Truck Stop Electrification, North Carolina",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2005,2007,841,841,0,0,North Carolina,NORTH CAROLINA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR149,"Truck Stop Electrification, North Carolina",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2004,2007,292,292,0,0,North Carolina,NORTH CAROLINA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR150,"Truck Stop Electrification, North Dakota",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2007,3,3,0,0,North Dakota,NORTH DAKOTA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR151,"Truck Stop Electrification, Ohio",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2007,3628,3628,0,0,Ohio,OHIO,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR151,"Truck Stop Electrification, Ohio",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2006,2007,1194,1194,0,0,Ohio,OHIO,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR152,"Truck Stop Electrification, Oklahoma",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2007,1202,1202,0,0,Oklahoma,OKLAHOMA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR152,"Truck Stop Electrification, Oklahoma",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2006,2007,595,595,0,0,Oklahoma,OKLAHOMA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR153,"Truck Stop Electrification, Oregon",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2007,502,502,0,0,Oregon,OREGON,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR154,"Truck Stop Electrification, Pennsylvania",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2007,4286,4286,0,0,Pennsylvania,PENNSYLVANIA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR154,"Truck Stop Electrification, Pennsylvania",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2006,2007,2486,2486,0,0,Pennsylvania,PENNSYLVANIA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR155,"Truck Stop Electrification, South Carolina",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2007,592,592,0,0,South Carolina,SOUTH CAROLINA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR155,"Truck Stop Electrification, South Carolina",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2006,2007,576,576,0,0,South Carolina,SOUTH CAROLINA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR155,"Truck Stop Electrification, South Carolina",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2005,2007,271,271,0,0,South Carolina,SOUTH CAROLINA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR155,"Truck Stop Electrification, South Carolina",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2004,2007,107,107,0,0,South Carolina,SOUTH CAROLINA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR156,"Truck Stop Electrification, Tennessee",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2007,1716,1716,0,0,Tennessee,TENNESSEE,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR156,"Truck Stop Electrification, Tennessee",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2006,2007,1945,1945,0,0,Tennessee,TENNESSEE,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR156,"Truck Stop Electrification, Tennessee",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2005,2007,1396,1396,0,0,Tennessee,TENNESSEE,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR156,"Truck Stop Electrification, Tennessee",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2004,2007,1330,1330,0,0,Tennessee,TENNESSEE,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR156,"Truck Stop Electrification, Tennessee",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2003,2007,1159,1159,0,0,Tennessee,TENNESSEE,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR157,"Truck Stop Electrification, Texas",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2007,8998,8998,0,0,Texas,TEXAS,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR157,"Truck Stop Electrification, Texas",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2006,2007,12920,12920,0,0,Texas,TEXAS,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR157,"Truck Stop Electrification, Texas",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2005,2007,3839,3839,0,0,Texas,TEXAS,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR158,"Truck Stop Electrification, Utah",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2007,92,92,0,0,Utah,UTAH,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR159,"Truck Stop Electrification, West Virginia",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2007,406,406,0,0,West Virginia,WEST VIRGINIA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-17,ACR159,"Truck Stop Electrification, West Virginia",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2006,2007,124,124,0,0,West Virginia,WEST VIRGINIA,US,Emissions Reductions though Anti-Idling Technologies,,,ERT,,,,,
2007-12-20,ACR113,Greater New Bedford LFG,Commonwealth Resource Management Corporation,Landfill Gas Capture & Combustion,Version 1.0,No,No,2005,2007,83037,83037,0,0,Dartmouth,MASSACHUSETTS,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2007-12-20,ACR113,Greater New Bedford LFG,Commonwealth Resource Management Corporation,Landfill Gas Capture & Combustion,Version 1.0,No,No,2004,2007,113158,113158,0,0,Dartmouth,MASSACHUSETTS,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2007-12-20,ACR113,Greater New Bedford LFG,Commonwealth Resource Management Corporation,Landfill Gas Capture & Combustion,Version 1.0,No,No,2003,2007,117945,117945,0,0,Dartmouth,MASSACHUSETTS,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2007-12-31,ACR121,Pike's Peak Geo-Seq,Blue Source,Carbon Capture & Storage (CCS),Version 1.0,No,No,2007,2007,378633,378633,0,0,Pecos County,TEXAS,US,Emission Reductions from Enhanced Oil Recovery,,,Ruby Canyon Environment,,,,,
2007-12-31,ACR121,Pike's Peak Geo-Seq,Blue Source,Carbon Capture & Storage (CCS),Version 1.0,No,No,2006,2007,193302,193302,0,0,Pecos County,TEXAS,US,Emission Reductions from Enhanced Oil Recovery,,,Ruby Canyon Environment,,,,,
2008-02-11,ACR164,DANC,Environmental Capital LLC,Landfill Gas Capture & Combustion,Version 1.0,No,No,2007,2008,133877,133877,0,0,"Rodman, NY",NEW YORK,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2008-02-11,ACR164,DANC,Environmental Capital LLC,Landfill Gas Capture & Combustion,Version 1.0,No,No,2006,2008,122662,122662,0,0,"Rodman, NY",NEW YORK,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2008-02-11,ACR164,DANC,Environmental Capital LLC,Landfill Gas Capture & Combustion,Version 1.0,No,No,2005,2008,76118,76118,0,0,"Rodman, NY",NEW YORK,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2008-02-11,ACR164,DANC,Environmental Capital LLC,Landfill Gas Capture & Combustion,Version 1.0,No,No,2004,2008,75658,75658,0,0,"Rodman, NY",NEW YORK,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2008-02-11,ACR164,DANC,Environmental Capital LLC,Landfill Gas Capture & Combustion,Version 1.0,No,No,2003,2008,68238,68238,0,0,"Rodman, NY",NEW YORK,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2008-03-28,ACR118,Monell Geo-Seq,Anadarko,Carbon Capture & Storage (CCS),Version 1.0,No,No,2007,2008,340713,340713,0,0,Sweetwater County,WYOMING,US,Emission Reductions from Enhanced Oil Recovery,,,ICF International,,,,,
2008-03-28,ACR123,Salt Creek Geo-Seq,Anadarko,Carbon Capture & Storage (CCS),Version 1.0,No,No,2007,2008,2057000,2057000,0,0,"Salt Creek Field, Natrona Co.",WYOMING,US,Emission Reductions from Enhanced Oil Recovery,,,ICF International,,,,,
2008-04-22,ACR113,Greater New Bedford LFG,Commonwealth Resource Management Corporation,Landfill Gas Capture & Combustion,Version 1.0,No,No,2007,2008,66021,66021,0,0,Dartmouth,MASSACHUSETTS,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2008-04-22,ACR119,North Country LFG,Commonwealth Resource Management Corporation,Landfill Gas Capture & Combustion,Version 1.0,No,No,2007,2008,72680,72680,0,0,Bethlehem,NEW HAMPSHIRE,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2008-07-14,ACR103,Inland Empire Anaerobic Ag Digester,Inland Empire Utilities Agency,Livestock Waste Management,Version 1.0,No,No,2006,2008,3632,3632,0,0,Chino,CALIFORNIA,US,Anaerobic Digestion,,,ERT,,,,,
2008-07-15,ACR103,Inland Empire Anaerobic Ag Digester,Inland Empire Utilities Agency,Livestock Waste Management,Version 1.0,No,No,2007,2008,7998,7998,0,0,Chino,CALIFORNIA,US,Anaerobic Digestion,,,ERT,,,,,
2008-07-15,ACR127,Steuben County DPW LFG,Environmental Capital LLC,Landfill Gas Capture & Combustion,Version 1.0,No,No,2007,2008,58031,58031,0,0,Bath,NEW YORK,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2008-07-15,ACR127,Steuben County DPW LFG,Environmental Capital LLC,Landfill Gas Capture & Combustion,Version 1.0,No,No,2006,2008,51249,51249,0,0,Bath,NEW YORK,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2008-07-15,ACR127,Steuben County DPW LFG,Environmental Capital LLC,Landfill Gas Capture & Combustion,Version 1.0,No,No,2005,2008,19900,19900,0,0,Bath,NEW YORK,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2008-07-22,ACR119,North Country LFG,Commonwealth Resource Management Corporation,Landfill Gas Capture & Combustion,Version 1.0,No,No,2008,2008,61202,61202,0,0,Bethlehem,NEW HAMPSHIRE,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2008-07-23,ACR107,Camargo Fuel Substitution,E+Co,Fuel Switching,Version 1.0,No,No,2008,2008,128,128,0,0,Camargo,Nor Ciniti,BO,Fuel switching from coal and/or petroleum fuels to natural gas in existing Power Plant for electricity generation,,,CONSOT SRL – SERVICIOS DE CONSULTORIA,,,,,
2008-07-23,ACR107,Camargo Fuel Substitution,E+Co,Fuel Switching,Version 1.0,No,No,2007,2008,342,342,0,0,Camargo,Nor Ciniti,BO,Fuel switching from coal and/or petroleum fuels to natural gas in existing Power Plant for electricity generation,,,CONSOT SRL – SERVICIOS DE CONSULTORIA,,,,,
2008-07-23,ACR107,Camargo Fuel Substitution,E+Co,Fuel Switching,Version 1.0,No,No,2006,2008,352,352,0,0,Camargo,Nor Ciniti,BO,Fuel switching from coal and/or petroleum fuels to natural gas in existing Power Plant for electricity generation,,,CONSOT SRL – SERVICIOS DE CONSULTORIA,,,,,
2008-07-23,ACR107,Camargo Fuel Substitution,E+Co,Fuel Switching,Version 1.0,No,No,2005,2008,316,316,0,0,Camargo,Nor Ciniti,BO,Fuel switching from coal and/or petroleum fuels to natural gas in existing Power Plant for electricity generation,,,CONSOT SRL – SERVICIOS DE CONSULTORIA,,,,,
2008-07-23,ACR125,SEESA Solar Electrification,E+Co,Renewable Energy,Version 1.0,No,No,2007,2008,94,94,0,0,El Salvador,,SV,Electricity generation by the user,,,ERT,,,,,
2008-07-23,ACR125,SEESA Solar Electrification,E+Co,Renewable Energy,Version 1.0,No,No,2006,2008,52,52,0,0,El Salvador,,SV,Electricity generation by the user,,,ERT,,,,,
2008-07-23,ACR125,SEESA Solar Electrification,E+Co,Renewable Energy,Version 1.0,No,No,2005,2008,18,18,0,0,El Salvador,,SV,Electricity generation by the user,,,ERT,,,,,
2008-07-23,ACR125,SEESA Solar Electrification,E+Co,Renewable Energy,Version 1.0,No,No,2004,2008,5,5,0,0,El Salvador,,SV,Electricity generation by the user,,,ERT,,,,,
2008-08-06,ACR120,Petrosource Geo-Seq,Blue Source,Carbon Capture & Storage (CCS),Version 1.0,No,No,2007,2008,653281,653281,0,0,Crocket County,TEXAS,US,Emission Reductions from Enhanced Oil Recovery,,,Ruby Canyon Environment,,,,,
2008-08-06,ACR120,Petrosource Geo-Seq,Blue Source,Carbon Capture & Storage (CCS),Version 1.0,No,No,2006,2008,350901,350901,0,0,Crocket County,TEXAS,US,Emission Reductions from Enhanced Oil Recovery,,,Ruby Canyon Environment,,,,,
2008-09-03,ACR113,Greater New Bedford LFG,Commonwealth Resource Management Corporation,Landfill Gas Capture & Combustion,Version 1.0,No,No,2008,2008,58379,58379,0,0,Dartmouth,MASSACHUSETTS,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2008-12-03,ACR117,Merit Energy Geo-Seq,Blue Source,Carbon Capture & Storage (CCS),Version 1.0,No,No,2008,2008,370975,370975,0,0,LaBarge,WYOMING,US,Emission Reductions from Enhanced Oil Recovery,,,Ruby Canyon Environment,,,,,
2008-12-03,ACR117,Merit Energy Geo-Seq,Blue Source,Carbon Capture & Storage (CCS),Version 1.0,No,No,2007,2008,817249,817249,0,0,LaBarge,WYOMING,US,Emission Reductions from Enhanced Oil Recovery,,,Ruby Canyon Environment,,,,,
2008-12-03,ACR117,Merit Energy Geo-Seq,Blue Source,Carbon Capture & Storage (CCS),Version 1.0,No,No,2006,2008,874554,874554,0,0,LaBarge,WYOMING,US,Emission Reductions from Enhanced Oil Recovery,,,Ruby Canyon Environment,,,,,
2008-12-03,ACR117,Merit Energy Geo-Seq,Blue Source,Carbon Capture & Storage (CCS),Version 1.0,No,No,2005,2008,796699,796699,0,0,LaBarge,WYOMING,US,Emission Reductions from Enhanced Oil Recovery,,,Ruby Canyon Environment,,,,,
2008-12-03,ACR117,Merit Energy Geo-Seq,Blue Source,Carbon Capture & Storage (CCS),Version 1.0,No,No,2004,2008,165151,165151,0,0,LaBarge,WYOMING,US,Emission Reductions from Enhanced Oil Recovery,,,Ruby Canyon Environment,,,,,
2008-12-31,ACR121,Pike's Peak Geo-Seq,Blue Source,Carbon Capture & Storage (CCS),Version 1.0,No,No,2008,2008,509831,509831,0,0,Pecos County,TEXAS,US,Emission Reductions from Enhanced Oil Recovery,,,Ruby Canyon Environment,,,,,
2008-12-31,ACR121,Pike's Peak Geo-Seq,Blue Source,Carbon Capture & Storage (CCS),Version 1.0,No,No,2007,2008,125506,125506,0,0,Pecos County,TEXAS,US,Emission Reductions from Enhanced Oil Recovery,,,Ruby Canyon Environment,,,,,
2009-02-23,ACR113,Greater New Bedford LFG,Commonwealth Resource Management Corporation,Landfill Gas Capture & Combustion,Version 1.0,No,No,2008,2009,64200,64200,0,0,Dartmouth,MASSACHUSETTS,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2009-02-26,ACR119,North Country LFG,Commonwealth Resource Management Corporation,Landfill Gas Capture & Combustion,Version 1.0,No,No,2008,2009,61202,61202,0,0,Bethlehem,NEW HAMPSHIRE,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2009-03-26,ACR118,Monell Geo-Seq,Anadarko,Carbon Capture & Storage (CCS),Version 1.0,No,No,2008,2009,368322,368322,0,0,Sweetwater County,WYOMING,US,Emission Reductions from Enhanced Oil Recovery,,,ICF International,,,,,
2009-03-26,ACR123,Salt Creek Geo-Seq,Anadarko,Carbon Capture & Storage (CCS),Version 1.0,No,No,2008,2009,2239248,2239248,0,0,"Salt Creek Field, Natrona Co.",WYOMING,US,Emission Reductions from Enhanced Oil Recovery,,,ICF International,,,,,
2009-05-08,ACR124,Schneider Anti-Idling,Blue Source,Transport / Fleet Efficiency,Version 1.0,No,No,2008,2009,17241,17241,0,0,,WISCONSIN,US,Emissions Reductions though Anti-Idling Technologies,,,Ruby Canyon Environment,,,,,
2009-05-08,ACR124,Schneider Anti-Idling,Blue Source,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2009,13836,13836,0,0,,WISCONSIN,US,Emissions Reductions though Anti-Idling Technologies,,,Ruby Canyon Environment,,,,,
2009-05-08,ACR124,Schneider Anti-Idling,Blue Source,Transport / Fleet Efficiency,Version 1.0,No,No,2006,2009,11839,11839,0,0,,WISCONSIN,US,Emissions Reductions though Anti-Idling Technologies,,,Ruby Canyon Environment,,,,,
2009-08-20,ACR119,North Country LFG,Commonwealth Resource Management Corporation,Landfill Gas Capture & Combustion,Version 1.0,No,No,2009,2009,52447,52447,0,0,Bethlehem,NEW HAMPSHIRE,US,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion",,,"First Environment, Inc.",,,,,
2009-09-01,ACR118,Monell Geo-Seq,Anadarko,Carbon Capture & Storage (CCS),Version 1.0,No,No,2005,2009,415078,415078,0,0,Sweetwater County,WYOMING,US,Emission Reductions from Enhanced Oil Recovery,,,ICF International,,,,,
2009-09-01,ACR118,Monell Geo-Seq,Anadarko,Carbon Capture & Storage (CCS),Version 1.0,No,No,2004,2009,259387,259387,0,0,Sweetwater County,WYOMING,US,Emission Reductions from Enhanced Oil Recovery,,,ICF International,,,,,
2009-09-01,ACR123,Salt Creek Geo-Seq,Anadarko,Carbon Capture & Storage (CCS),Version 1.0,No,No,2005,2009,1610328,1610328,0,0,"Salt Creek Field, Natrona Co.",WYOMING,US,Emission Reductions from Enhanced Oil Recovery,,,ICF International,,,,,
2009-09-01,ACR123,Salt Creek Geo-Seq,Anadarko,Carbon Capture & Storage (CCS),Version 1.0,No,No,2004,2009,1032153,1032153,0,0,"Salt Creek Field, Natrona Co.",WYOMING,US,Emission Reductions from Enhanced Oil Recovery,,,ICF International,,,,,
2009-12-11,ACR160,Tyson Wastewater Treatment,Blue Source,Wastewater Treatment,Version 1.0,No,No,2008,2009,100000,100000,0,0,"Amarillo, TX; Joslin, IL; Lexington, NE; Storm Lake, IA",TEXAS,US,Emission reductions through wastewater treatment,,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action","Det Norske Veritas (U.S.A.), Inc.",,,,,
