Project ID,Project Name,ARB ID,Project Developer,Verifier,Project Type,Voluntary Status,ARB Status,Project Site Location,Project Site State,Project Site Country,Additional Certifications/SDGs,Total Number of Credits Registered ,Methodology / Protocol,Project Notes,Project Website,ACR Source Data,Updated 11-1-23,Total Projects:,684
ACR721,Kibby Skinner IFM Project,,Weyerhaeuser Company,"Aster Global Environmental Solutions, Inc.",Forest Carbon,Registered,Not ARB or Ecology Eligible,Kibby and Skinner Townships of Franklin County,MAINE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",40711.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR722,North Florida Land Trust Improved Forest Management,,412,"S&A Carbon, LLC",Forest Carbon,Listed,Not ARB Eligible,Northeast Florida,FLORIDA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR727,Green Diamond Resource Company Mad River IFM,,277,,Forest Carbon,,Listed - Proposed Project,Humboldt County,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR729,Cumberland County Solid Waste Complex: GHG Emissions Reduction Automated Collection of Landfill Gas,,"Loci Controls, Inc.",Ruby Canyon Environment,Landfill Gas Capture & Combustion,Registered,Not ARB Eligible,"Deerfield, NJ",NEW JERSEY,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",12956.0,Landfill Gas Destruction and Beneficial Use Projects,Loci owns and operates the Loci automated control system. TC = CommonWealth Res. Mgt.,,,,,
ACR730,"South Wake Landfill, Apex, Wake County NC: GHG Emissions Reduction Automated Collection of Landfill Gas",,"Loci Controls, Inc.",Ruby Canyon Environment,Landfill Gas Capture & Combustion,Listed,Not ARB Eligible,"Apex, NC",NORTH CAROLINA,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",,Landfill Gas Destruction and Beneficial Use Projects,"Loci Controls, Inc. owns and operates the Loci automated control system. TC = CommonWealth Res. Mgt.",,,,,
ACR731,Perennial CMM CMB7-1 Flare Project,CAMM5731,Perennial CMM LLC,"Agri-Waste Technology, Inc.",Coal Mine Methane,,Listed - Proposed Project,"Waynesburg, pa",PENNSYLVANIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,www.Perennialcmm.com,,,,
ACR732,Scott River Shackleford IFM Project,,"EFM Investments & Advisory, Inc.","S&A Carbon, LLC",Forest Carbon,Registered,Not ARB Eligible,Etna,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,41116.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,www.efmi.com,,,,
ACR733,Scott River Whiskey IFM Project,,"EFM Investments & Advisory, Inc.","S&A Carbon, LLC",Forest Carbon,Registered,Not ARB Eligible,Etna,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,76324.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,www.efmi.com,,,,
ACR734,Scott River Wildcat IFM Project,,"EFM Investments & Advisory, Inc.","S&A Carbon, LLC",Forest Carbon,Listed,Not ARB Eligible,Etna,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;14: Life Below Water;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,www.efmi.com,,,,
ACR735,Finite Carbon - Loon Echo and Mahoosuc Land Trusts IFM,,Loon Echo Land Trust,SCS Global Services (Scientific Certification Systems),Forest Carbon,Registered,Not ARB Eligible,"Oxford and Cumberland Counties, Maine and Coos County, New Hampshire",MAINE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,66550.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,https://www.finitecarbon.com/,,,,
ACR736,Tradewater US - ODS - #1,,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,Registered,Not ARB Eligible,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",31818.0,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,,,,,,
ACR737,Advanced Refrigeration - ARS2019001,,Therm Solutions Inc.,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,US(49),NEW JERSEY,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",44458.0,Advanced Refrigeration Systems,,,,,,
ACR738,Green Diamond Resource Company Klamath River North IFM,,277,,Forest Carbon,,Listed - Proposed Project,Del Norte County,CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR739,Forest Carbon Works Keasey Family Corporation Project,,"Forest Carbon Works, PBC",,Forest Carbon,,Listed - Proposed Project,Veronia,OREGON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR741,Green Diamond Resource Company Thompson River IFM,CAFR5741,277,SCS Global Services (Scientific Certification Systems),Forest Carbon,,Listed - Active Registry Project,"Sanders and Flathead Counties, Montana",MONTANA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,7736.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR742,Advanced Refrigeration - ARS2021001,,Therm Solutions Inc.,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,"18 Winslow Gate Road, Poughkeepsie",NEW YORK,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action",39881.0,Advanced Refrigeration Systems,,,,,,
ACR743,Urling Abandoned Mine Methane Recovery Project,CAMM5743,Keyrock Environment LLC,"SES, Inc.",Coal Mine Methane,,Listed - Active ARB Project,Shelcota,PENNSYLVANIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",3665.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR744,Tradewater ODS 45,CAOD5744,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",75576.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR746,Beckley Pocahontas Mine Methane Incineration Project,CAMM5746,Keyrock Energy LLC,"SES, Inc.",Coal Mine Methane,,Listed - Active ARB Project,Beckley,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",42364.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR747,Advanced Refrigeration - ARS2020001,,Therm Solutions Inc.,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,"777 White Plains Road, Eastchester, NY, USA",NEW YORK,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action",32742.0,Advanced Refrigeration Systems,,,,,,
ACR751,Green Assets - DLT Avoided Conversion Project,CAFR5751,169,"S&A Carbon, LLC",Forest Carbon,,Listed - Active ARB Project,South Carolina,SOUTH CAROLINA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,245425.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR752,Marshall County Flare IV,CAMM5752,"NextEra Energy Marketing, LLC",Ruby Canyon Environment,Coal Mine Methane,,Listed - Proposed Project,"Glen Easton, WV  26039",WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR753,Green Diamond Resource Company Lost Trail IFM,,277,SCS Global Services (Scientific Certification Systems),Forest Carbon,Listed,Not ARB Eligible,"Flathead County, MT",MONTANA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR754,Anew - Allagash Headwaters Forestry Project,,Blue Source,Ruby Canyon Environment,Forest Carbon,Registered,Not ARB or Ecology Eligible,Piscataquis County,MAINE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",85662.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR755,Hudson Tech 2022-1,CAOD5755,Hudson Technologies Company,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,Pearl River,NEW YORK,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",76661.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.hudsontech.com,,,,
ACR757,Gulf Coastal Plain IFM Project,,"Delta Land Services, LLC","Aster Global Environmental Solutions, Inc.",Forest Carbon,Listed,Not ARB Eligible,"Newton County, Texas",TEXAS,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,deltalandland-services.com,,,,
ACR758,Tradewater US - ODS - #2,,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,Registered,Not ARB Eligible,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",24294.0,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,,,,,,
ACR759,GMMC1,CAMM5759,Environmental Commodities Corporation,"SES, Inc.",Coal Mine Methane,,Listed - Proposed Project,Gibson County,INDIANA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR760,Fielding Environmental HFC Reclamation Offset Project - 2020,,Blue Source,SCS Global Services (Scientific Certification Systems),Industrial Process Emissions,Registered,Not ARB Eligible,Mississauga,ONTARIO,CA,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",80697.0,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,,,,,
ACR761,Federal 2 Abandoned Mine Methane Recovery Project,CAMM5761,Keyrock Environment LLC,Dillon Consulting Limited,Coal Mine Methane,,Listed - Active ARB Project,Fairview,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",115415.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR762,Tradewater ODS 46,CAOD5762,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",114791.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR764,Foam Blowing Agent Project 003G,,297,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Winchester,VIRGINIA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",1439650.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR765,Foam Blowing Agent Project 002G,,297,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Rockford,MINNESOTA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",318479.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR766,Foam Blowing Agent Project 001N,,297,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Earth City,MISSOURI,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",790397.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,www.fsi.co,,,,
ACR767,Spray Foam Omega 4,,"1st Climate Solutions DBA Brian R. Anderson, Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB or Ecology Eligible,"3315 E. Division St., Arlington",TEXAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",804831.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,https://huntsmanbuildingsolutions.com/en-US/,,,,
ACR768,Spray Foam Alpha 3,,"1st Climate Solutions DBA Brian R. Anderson, Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Mesa,ARIZONA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",212324.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR769,"McCommas Bluff Landfill, Dallas TX: GHG Emission Reduction Automation Collection of Landfill Gas",,"Loci Controls, Inc.",,Landfill Gas Capture & Combustion,Listed,Not ARB Eligible,Dallas,TEXAS,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",,Landfill Gas Destruction and Beneficial Use Projects,,,,,,
ACR771,Lowry Mine Methane Incineration Project,CAMM5771,Keyrock Energy LLC,Dillon Consulting Limited,Coal Mine Methane,,Listed - Active ARB Project,Homer City,PENNSYLVANIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",49718.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR772,Refrigerant Management Canada Ozone Depleting Substance Destruction Project - 2019,,Blue Source,Ruby Canyon Environment,Ozone Depleting Substances,Listed,Not ARB Eligible,"Mississauga, ON",ONTARIO,CA,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,Destruction of Ozone Depleting Substances (ODS) from International Sources,,,,,,
ACR773,A-Gas V8,,A-Gas US Inc.,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Rhome,TEXAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",1368452.0,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,,,,,
ACR774,A-Gas V9,,A-Gas US Inc.,"First Environment, Inc.",Industrial Process Emissions,Registered,Not ARB Eligible,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",154340.0,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,,,,,
ACR775,A-Gas V10,,A-Gas US Inc.,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",343908.0,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,,,,,
ACR776,Summit HFC Reclaim 2020,,"Anew Environmental, LLC","First Environment, Inc.",Industrial Process Emissions,Listed,Not ARB Eligible,"8541 East North Belt Humble, Texas 7739",TEXAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,,,,,
ACR778,Marion County Flare II,CAMM5778,"NextEra Energy Marketing, LLC","SES, Inc.",Coal Mine Methane,,Listed - Proposed Project,"Metz, WV",WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR780,Tradewater ODS 47,CAOD5780,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,1100 Haskins Road,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",129471.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR783,S&J Taylor Forest Carbon Project,,Nativstate LLC,Ruby Canyon Environment,Forest Carbon,Listed,Not ARB Eligible,"Sheridan, AR",ARKANSAS,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR785,Finite Carbon - Bessey Development Company IFM,,822,SCS Global Services (Scientific Certification Systems),Forest Carbon,Listed,Not ARB Eligible,"Somerset, Penobscot, Oxford, Waldo, Kennebec, and Lincoln Counties, Maine",MAINE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,http://www.edbessey.com/,,,,
ACR786,Finite Carbon - Scott Woodlands IFM,,836,SCS Global Services (Scientific Certification Systems),Forest Carbon,Listed,Not ARB Eligible,"Screven, Hampton, and Jasper Counties, South Carolina",SOUTH CAROLINA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,https://www.finitecarbon.com/,,,,
ACR789,Finite Carbon - Whatcom Land Trust IFM,,Whatcom Land Trust,,Forest Carbon,Listed,Not ARB Eligible,"Whatcom County, Washington",WASHINGTON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,https://whatcomlandtrust.org/,,,,
ACR790,Finite Carbon - Appalachian Carbon Exchange IFM,,Tennessee River Gorge Trust,,Forest Carbon,Listed,Not ARB Eligible,Southern Cumberland Mountains,TENNESSEE,US,06: Clean Water and Sanitation;11: Sustainable Cities and Communities;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,https://www.appalachiancarbonexchange.com,,,,
ACR791,Advanced Refrigeration - ARS2020002,,Therm Solutions Inc.,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,"Sacramento, CA",CALIFORNIA,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action",13360.0,Advanced Refrigeration Systems,,,,,,
ACR793,Tradewater International - Saudi Arabia 1.0,,"Tradewater, LLC",,Ozone Depleting Substances,Listed,Not ARB Eligible,Sustainable Environmental Works Co.,Rabigh,SA,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,Destruction of Ozone Depleting Substances (ODS) from International Sources,,,,,,
ACR798,Anew - High Cascades Forestry Project,,Blue Source,SCS Global Services (Scientific Certification Systems),Forest Carbon,Listed,Not ARB or Ecology Eligible,Klamath and Deschutes Counties,OREGON,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR799,Tradewater International Honduras 1.0,,Tradewater International SRL,Ruby Canyon Environment,Ozone Depleting Substances,Registered,Not ARB Eligible,Tredi Séché Group,"Saint-Vulbas, L'Ain",FR,"08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",61861.0,Destruction of Ozone Depleting Substances (ODS) from International Sources,,,,,,
ACR800,CH4 -BWM Carbon Capture Project 2,CAMM5800,CH4 Solutions LLC,"First Environment of California, Inc.",Coal Mine Methane,,Listed - Proposed Project,Jefferson County,ALABAMA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR801,NativState - Mixed Upland Forests of the Ozarks & Ouachita Mountains (PDA),,Nativstate LLC,,Forest Carbon,Listed,Not ARB Eligible,"Ozark Mountains, AR",ARKANSAS,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR802,NativState - Bottomland Forests of the Mississippi Delta & Coastal Plains (PDA),,Nativstate LLC,,Forest Carbon,Listed,Not ARB Eligible,Lower Mississippi River Delta,ARKANSAS,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR805,HT HFC Reclamation Project Ontario 2021,,Hudson Technologies Company,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Ontario,CALIFORNIA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",178538.0,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,www.hudsontech.com,,,,
ACR806,Bonny Abandoned Mine Methane Recovery Project,CAMM5806,Keyrock Environment LLC,Dillon Consulting Limited,Coal Mine Methane,,Listed - Active ARB Project,Mount Hope,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",49803.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR807,Shoal Creek Mine Methane Incineration Project,CAMM5807,Keyrock Energy LLC,,Coal Mine Methane,,Listed - Proposed Project,Northport,ALABAMA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR808,Rend Lake Abandoned Mine Methane Recovery Project,,Keyrock Environment LLC,"Agri-Waste Technology, Inc.",Coal Mine Methane,,Listed - Proposed Project,Bonnie,ILLINOIS,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR810,Hudson Tech 2022-2,CAOD5810,Hudson Technologies Company,"SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",52817.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.hudsontech.com,,,,
ACR811,Perennial CMM Emerald Mine AMM Flare Project,CAMM5811,Perennial CMM LLC,,Coal Mine Methane,,Listed - Proposed Project,Waynesburg PA,PENNSYLVANIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,www.Perennialcmm.com,,,,
ACR812,OMMC1,,Environmental Commodities Corporation,GHD Limited,Coal Mine Methane,Listed,Not ARB Eligible,Cadiz,OHIO,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,Capturing and Destroying Methane from Coal and Trona Mines in North America,,,,,,
ACR813,Advanced Refrigeration - ARS2020003,,Therm Solutions Inc.,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB or Ecology Eligible,Tampa,FLORIDA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",257840.0,Advanced Refrigeration Systems,,,,,,
ACR814,Tradewater International - Thailand 1.0,,"Tradewater, LLC",GHD Limited,Ozone Depleting Substances,Completed,Not ARB Eligible,"965 Moo 2 Soi 3B Bangpoo Industrial Estate, Sukhumvit Rd Bangpoo Mai",Samut Prakan,TH,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",192244.0,Destruction of Ozone Depleting Substances (ODS) from International Sources,,,,,,
ACR815,Advanced Refrigeration - ARS2022001,,Therm Solutions Inc.,Ruby Canyon Environment,Industrial Process Emissions,Completed,Not ARB Eligible,"543 12th St Dr NW, Hickory, NC 28601, USA",NORTH CAROLINA,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action",19002.0,Advanced Refrigeration Systems,,,,,,
ACR816,Sheep and Dixie Fire Project,,"W. M. Beaty & Associates, Inc.",,Forest Carbon,Listed,Not ARB Eligible,"Lassen and Plumas Counties, California",CALIFORNIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Afforestation and Reforestation of Degraded Lands,,,,,,
ACR817,True Manufacturing FBA Project 002B,,"True Manufacturing Co., Inc.","First Environment, Inc.",Industrial Process Emissions,Listed,Not ARB Eligible,Missouri,MISSOURI,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR818,HT HFC Reclamation Project Champaign 2021,,Hudson Technologies Company,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Champaign,ILLINOIS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",1259253.0,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,www.hudsontech.com,,,,
ACR819,HT HFC Reclamation Project Georgia 2021,,Hudson Technologies Company,"First Environment, Inc.",Industrial Process Emissions,Registered,Not ARB Eligible,Atlanta,GEORGIA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",292094.0,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,www.hudsontech.com,,,,
ACR820,Marshall County Flare V,CAMM5820,"NextEra Energy Marketing, LLC",Ruby Canyon Environment,Coal Mine Methane,,Listed - Proposed Project,"Hog Run Road, Moundsville, WV 26041",WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR821,Coastal Edge IFM,,The Climate Trust,,Forest Carbon,Listed,Not ARB Eligible,"Arch Cape, Oregon",OREGON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR822,Finite Carbon - Green Acre Woodlands IFM,,"Green Acre Woodlands, Inc",,Forest Carbon,Listed,Not ARB Eligible,"Coos, Grafton, Belknap, Merrimack, and Strafford counties",NEW HAMPSHIRE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,https://www.finitecarbon.com/,,,,
ACR823,A-Gas South Korea 1,,A-Gas US Inc.,Ruby Canyon Environment,Ozone Depleting Substances,Registered,Not ARB Eligible,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action;15: Life on Land",88945.0,Destruction of Ozone Depleting Substances (ODS) from International Sources,,https://www.agas.com/,,,,
ACR824,Fielding Environmental HFC Reclamation Offset Project - 2021,,Blue Source,SCS Global Services (Scientific Certification Systems),Industrial Process Emissions,Listed,Not ARB Eligible,Mississauga,ONTARIO,CA,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,,,,,
ACR826,Tradewater ODS 48,CAOD5826,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",132823.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR827,A-Gas V11,,A-Gas US Inc.,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB or Ecology Eligible,Bowling Green,OHIO,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",937572.0,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,https://www.agas.com/,,,,
ACR829,Summit HFC Reclaim 2021,,"Anew Environmental, LLC",,Industrial Process Emissions,Listed,Not ARB Eligible,"8541 East North Belt Humble, Texas 77396",TEXAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,,,,,
