Project ID,Project Name,ARB ID,Project Developer,Verifier,Project Type,Voluntary Status,ARB Status,Project Site Location,Project Site State,Project Site Country,Additional Certifications/SDGs,Total Number of Credits Registered ,Methodology / Protocol,Project Notes,Project Website,ACR Source Data,Updated 11-1-23,Total Projects:,684
ACR591,NMMC1,,"1st Climate Solutions DBA Brian R. Anderson, Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Mesa,ARIZONA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",200854.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR592,CMMC1,,Blue Source,SCS Global Services (Scientific Certification Systems),Forest Carbon,Registered,Not ARB Eligible,Yukon-Koyukuk and Southeast Fairbanks counties,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,370088.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR593,Anew - Elk Forestry Project,CAMM5593,Environmental Commodities Corporation,"SES, Inc.",Coal Mine Methane,,Listed - Active ARB Project,Cadiz,OHIO,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",23011.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,www.eccintl.com,,,,
ACR594,Anew - Boone Forestry Project,CAMM5594,Environmental Commodities Corporation,Dillon Consulting Limited,Coal Mine Methane,,Listed - Active ARB Project,Cadiz,OHIO,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",34354.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,www.eccintl.com,,,,
ACR595,Tradewater Halon,,Blue Source,Ruby Canyon Environment,Forest Carbon,Registered,Not ARB Eligible,SE Kentucky,KENTUCKY,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,207730.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR596,Advanced Refrigeration US49 - ARS 004,,Blue Source,Ruby Canyon Environment,Forest Carbon,Registered,Not ARB Eligible,SE Kentucky,KENTUCKY,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,469231.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR597,Advanced Refrigeration CAL - ARS 004B,,"Tradewater, LLC",Ruby Canyon Environment,Ozone Depleting Substances,Registered,Not ARB Eligible,East Liverpool,ILLINOIS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",3384.0,Destruction of Ozone Depleting Substances (ODS) and High-Global Warming Potential (GWP) Foam,,,,,,
ACR598,Advanced Refrigeration CAN - ARS 004C,,"True Manufacturing Co., Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Missouri,MISSOURI,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",401452.0,Advanced Refrigeration Systems,,,,,,
ACR599,Forest Carbon Works Posner Family Forest Project,,"True Manufacturing Co., Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Missouri,MISSOURI,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",44571.0,Advanced Refrigeration Systems,,,,,,
ACR600,Forest Carbon Works McMahon Family Forest Project,,"True Manufacturing Co., Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Missouri,MISSOURI,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",34725.0,Advanced Refrigeration Systems,,,,,,
ACR601,Forest Carbon Works Christensen Family Forest Project,CAFR5601,"Forest Carbon Works, PBC","S&A Carbon, LLC",Forest Carbon,,ARB Inactive,Yachats,OREGON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR602,Anew - Moose Country Divide Forestry Project,,"Forest Carbon Works, PBC","S&A Carbon, LLC",Forest Carbon,,ARB Inactive,Beatty,OREGON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR603,True Manufacturing FBA Project 002,CAFR5603,"Forest Carbon Works, PBC",,Forest Carbon,,ARB Terminated,Corbett,OREGON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,4732.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR604,Deep Mine 26 Abandoned Mine Methane Recovery Project,,Blue Source,SCS Global Services (Scientific Certification Systems),Forest Carbon,Registered,Not ARB Eligible,Baraga county,MICHIGAN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,134756.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR606,Tradewater ODS 37,,"True Manufacturing Co., Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Missouri,MISSOURI,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",291297.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR607,Marshall County Flare II,CAMM5607,Keyrock Environment LLC,"SES, Inc.",Coal Mine Methane,,Listed - Active ARB Project,Clintwood,VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",78334.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR608,Marshall County Flare III,CAOD5608,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",100810.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR609,Marion County Flare I,CAMM5609,"NextEra Energy Marketing, LLC","SES, Inc.",Coal Mine Methane,,Listed - Active ARB Project,Cameron,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",113887.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR610,Anew - Bluestone Forestry Project,CAMM5610,"NextEra Energy Marketing, LLC","SES, Inc.",Coal Mine Methane,,Listed - Active ARB Project,Cameron,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",48054.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR611,Anew - Michigan DNR Big Wild Forestry Project,CAMM5611,"NextEra Energy Marketing, LLC","SES, Inc.",Coal Mine Methane,,Listed - Active ARB Project,Metz,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",49713.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR613,Tradewater ODS 35a,,Blue Source,Ruby Canyon Environment,Forest Carbon,Listed,Not ARB Eligible,Beckley,WEST VIRGINIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR614,Anew - Columbia River Forestry Project,,Blue Source,SCS Global Services (Scientific Certification Systems),Forest Carbon,Registered,Not ARB Eligible,"Pigeon River Country State Forest, Michigan",MICHIGAN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,342994.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,"https://www.michigan.gov/dnr/0,4570,7-350-79134_103466---,00.html",,,,
ACR615,Anew - Tomah Highlands Forestry Project,CAOD5615,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,ARB Inactive,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR616,Anew - Apalachicola River Forestry Project,,Blue Source,"S&A Carbon, LLC",Forest Carbon,Listed,Not ARB Eligible,"Columbia, Pacific, Klickitat, Skamania, Yakima Counties",WASHINGTON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR617,Hudson Tech 2021-1,,Blue Source,Ruby Canyon Environment,Forest Carbon,Registered,Not ARB Eligible,"Aroostook, Washington Counties",MAINE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,75583.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR618,Spray Foam Alpha 2,,Blue Source,,Forest Carbon,Listed,Not ARB Eligible,"Blountstown, FL",FLORIDA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR619,Spray Foam Omega 3,CAOD5619,Hudson Technologies Company,,Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",163910.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.hudsontech.com,,,,
ACR620,Foam Blowing Agent Project 003F,,"1st Climate Solutions DBA Brian R. Anderson, Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,"Mesa, AZ",ARIZONA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",306412.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR621,Foam Blowing Agent Project 002F,,"1st Climate Solutions DBA Brian R. Anderson, Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Arlington,TEXAS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",1610884.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR622,Foam Blowing Agent Project 001M,,297,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Winchester,VIRGINIA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",1934327.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR623,Tradewater ODS 38,,297,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Rockford,MINNESOTA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",321718.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR624,Tradewater ODS 39,,297,"First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Earth City,MISSOURI,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",432039.0,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,,,,,,
ACR625,Wolf Lands Forest Carbon Project,CAOD5625,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,ARB Completed,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",136658.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR627,Hudson Technologies HFC Reclamation Project Champaign 2020,CAOD5627,"Tradewater, LLC","SES, Inc.",Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",4520.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR628,Carlisle Abandoned Mine Methane Recovery Project,,334,"Aster Global Environmental Solutions, Inc.",Forest Carbon,Registered,Not ARB Eligible,"Ontonagon, Richland, Lake and St. Louis Counties",MICHIGAN,US,"06: Clean Water and Sanitation;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action;14: Life Below Water;15: Life on Land",69237.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR629,Hudson Technologies HFC Reclamation Project Ontario 2020,,Hudson Technologies Company,Ruby Canyon Environment,Industrial Process Emissions,Completed,Not ARB Eligible,"Champaign, IL",OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",903568.0,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,www.hudsontech.com,,,,
ACR630,Anew - Eagle Mountain Forestry Project,CAMM5630,"Sunrise Energy, LLC",Dillon Consulting Limited,Coal Mine Methane,,Listed - Active ARB Project,Carlisle,INDIANA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",100641.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR631,ILTF/NICC & SIG Fond Du Lac Band Forest Carbon Project,,Hudson Technologies Company,Ruby Canyon Environment,Industrial Process Emissions,Completed,Not ARB Eligible,Ontario,CALIFORNIA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",156893.0,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,www.hudsontech.com,,,,
ACR632,Tradewater ODS 40,,Northeast Wilderness Trust,SCS Global Services (Scientific Certification Systems),Forest Carbon,Registered,Not ARB Eligible,"New York, New Hampshire, Vermont, Maine",NEW YORK,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,48460.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,newildernesstrust.org,,,,
ACR633,Anew - White Mountain Forestry Project,,Blue Source,"Aster Global Environmental Solutions, Inc.",Forest Carbon,Registered,Not ARB or Ecology Eligible,Carroll County,NEW HAMPSHIRE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",79478.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,www.ossipeemountainlandcompany.com,,,,
ACR634,ILTF/NICC & SIG  Keweenaw Bay Indian Community Forest Carbon Project,,737,Ruby Canyon Environment,Forest Carbon,Registered,Not ARB Eligible,Cloquet,MINNESOTA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,313927.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR636,Bluesource - Vermejo Forestry Project,CAOD5636,"Tradewater, LLC",GHD Limited,Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,ILLINOIS,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",93755.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR637,Advanced Refrigeration US49 - ARS 005,,737,Ruby Canyon Environment,Forest Carbon,Registered,Not ARB Eligible,"Baraga, MI",MICHIGAN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,570662.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR638,Advanced Refrigeration CAL - ARS 005B,CAFR5638,Blue Source,Ruby Canyon Environment,Forest Carbon,,Listed - Active Registry Project,"New Mexico, Colorado",NEW MEXICO,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2132976.0,ARB Compliance Offset Protocol: U.S. Forest Projects,,,,,,
ACR640,Advanced Refrigeration CAN - ARS 005C,,"True Manufacturing Co., Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Missouri,MISSOURI,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",367047.0,Advanced Refrigeration Systems,,,,,,
ACR641,Willow Lake Abandoned Mine Methane Recovery Project,,"True Manufacturing Co., Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Missouri,MISSOURI,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",18605.0,Advanced Refrigeration Systems,,,,,,
ACR642,Tradewater ODS 41,,"True Manufacturing Co., Inc.","First Environment, Inc.",Industrial Process Emissions,Completed,Not ARB Eligible,Missouri,MISSOURI,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",16102.0,Advanced Refrigeration Systems,,,,,,
ACR643,Anew - Bayfield County Forest Project,,Blue Source,Ruby Canyon Environment,Forest Carbon,Registered,Not ARB or Ecology Eligible,Bayfield County,WISCONSIN,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",558755.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR644,A-Gas V5,CAMM5644,Keyrock Environment LLC,"Agri-Waste Technology, Inc.",Coal Mine Methane,,Listed - Active ARB Project,Equality,ILLINOIS,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",106992.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR645,The Nature Conservancy – Michigamme Highlands Carbon Project,CAOD5645,"Tradewater, LLC",GHD Limited,Ozone Depleting Substances,,Listed - Active ARB Project,East Liverpool,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",72142.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,,,,,
ACR646,Hudson Technologies HFC Reclamation Project 2020 - Georgia,,A-Gas US Inc.,Ruby Canyon Environment,Industrial Process Emissions,Completed,Not ARB Eligible,"Wood County, Bowling Green, Ohio",OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",754484.0,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,www.agasamericas.com,,,,
ACR647,Hudson Tech 2021-2,,The Nature Conservancy,SCS Global Services (Scientific Certification Systems),Forest Carbon,Listed,Not ARB Eligible,Baraga County,MICHIGAN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
ACR648,PMR #3,,Hudson Technologies Company,Ruby Canyon Environment,Industrial Process Emissions,Completed,Not ARB Eligible,"Atlanta, GA",GEORGIA,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",688636.0,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",,www.hudsontech.com,,,,
ACR649,CH4 - BWM Carbon Capture Project 1,CAOD649,Hudson Technologies Company,Ruby Canyon Environment,Ozone Depleting Substances,,Listed - Active ARB Project,Bowling Green,OHIO,US,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",85100.0,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,,www.hudsontech.com,,,,
ACR650,Forest Carbon Works Hawk Rock Holdings Project,CAMM5650,"Pine Mountain Resources, LLC","Agri-Waste Technology, Inc.",Coal Mine Methane,,Listed - Active ARB Project,Varney,KENTUCKY,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",44937.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR651,Whirlpool HFO Amana 656,CAMM5651,CH4 Solutions LLC,"First Environment of California, Inc.",Coal Mine Methane,,Listed - Active ARB Project,Tuscaloosa County,ALABAMA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action",46263.0,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,,,,,
ACR653,Anew - Canada Creek Forestry Project,,Blue Source,SCS Global Services (Scientific Certification Systems),Forest Carbon,Registered,Not ARB or Ecology Eligible,"Montmorency County, MI",MICHIGAN,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",46257.0,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,,,,,,
